"User: Any recommendations for outdoor adventure gear?","39, 46, 54","39, 46","1. I recommend the Adventure Awaits T-Shirt (Product ID: 39) for your outdoor adventure. Embark on your journey with this forest green cotton T-shirt featuring a bold outdoor-themed graphic. 2. Consider the Cosmic Voyage T-Shirt (Product ID: 46) for a cosmic touch. This navy blue T-shirt showcases a captivating space-inspired design that's perfect for stargazing nights or casual outings. 3. For an accessory, check out the Vintage Silk Pocket Square (Product ID: 50). This silk pocket square adds a touch of sophistication even to your outdoor-inspired look."
"User: I'm attending a cocktail party. What should I wear?","2, 11, 21, 33","11, 21","1. I recommend the Monochrome T-Shirt (Product ID: 2) for a sophisticated yet relaxed look. It's made from high-quality black and white fabric. 2. For a touch of elegance, go for the Dapper Fedora Hat (Product ID: 25) in black wool. 3. Elevate your style with the Classic Charm Belt (Product ID: 33) in brown leather. "
"User: I'm looking for comfortable shoes for a long walk.","15, 16, 24","24","1. I recommend the Denim Dreams Sneakers (Product ID: 5). Their denim fabric and sporty design ensure both comfort and style for your long walk. 2. If you prefer a classic option, consider the Casual Canvas Sneakers (Product ID: 15). Their versatile design is perfect for casual strolls. 3. For extra comfort, check out the Comfy Slip-Ons (Product ID: 24) with cushioned insoles."
"User: I need formal shoes and a tie for a job interview.","7, 9, 22, 43","7, 9","1. I recommend the Earthy Chinos Belt (Product ID: 32) to complete your formal look for the interview. It pairs well with a variety of outfits. 2. For shoes, go with the Classic Oxfords Shoes (Product ID: 9). Their premium brown leather and timeless design make a confident impression. 3. The Cap Toe Charm Shoes (Product ID: 43) are also a great option for a polished appearance."
"User: What accessories would complement a summer dress?","2, 15, 31","15, 31","1. I recommend the Monochrome T-Shirt (Product ID: 2) for layering under your summer dress. Its black and white design adds a touch of elegance. 2. Pair your dress with the Sleek Loafers Shoes (Product ID: 31) for a comfortable and stylish combination. These brown leather shoes can complement your summer attire."
"User: I'm looking for workout gear. Any suggestions?","39, 44, 48","39, 48","1. I recommend the Adventure Awaits T-Shirt (Product ID: 39) for your workout. Its forest green cotton fabric offers comfort during physical activities. 2. Add the Bold Stripes Tie (Product ID: 48) to keep your hair in place or add a touch of style. 3. For a cooling effect, consider the Cloud Cooling Cap (Product ID: 44) with moisture-wicking technology."
"User: I'm looking for a formal outfit for a corporate event.","7, 9, 26, 33","7, 26","1. I recommend the Earthy Chinos Belt (Product ID: 32) to complete your formal ensemble. Its olive green color adds a touch of sophistication. 2. For shoes, the Classic Oxfords Shoes (Product ID: 9) are an excellent choice. Their premium brown leather exudes professionalism. 3. Elevate your outfit with the Modern Skinny Tie (Product ID: 5) in navy blue silk."
"User: What accessories would work for a date night?","11, 21, 29","21, 29","1. I recommend the Monochrome T-Shirt (Product ID: 2) for a modern and relaxed look for your date night. Its black and white design is both stylish and versatile. 2. Pair it with the Classic Leather Belt (Product ID: 7) for a polished appearance. 3. Add a touch of charm with the Urban Charm Bracelet (Product ID: 29) in silver."
"User: I need a warm outfit for a winter vacation.","3, 4, 18, 30","4, 30","1. I recommend the Cozy Knit Sweater (Product ID: 4) for your winter vacation. Its soft fabric and classic design provide warmth and style. 2. For a layered look, add the Classic Denim Jacket (Product ID: 3) in dark blue denim. 3. Complete your outfit with the Rustic Leather Boots (Product ID: 18) for comfort and durability."
"User: Can you suggest shoes and accessories for a music festival?","16, 25, 29, 43","16, 25","1. I recommend the Bold High-Tops Sneakers (Product ID: 16) for your music festival adventure. The bold design and colors will match the vibrant atmosphere. 2. Add a touch of charm with the Urban Charm Bracelet (Product ID: 29) in silver. 3. Consider the Denim Dreams Sneakers (Product ID: 5) for a casual and comfortable choice."
"User: Any recommendations for formal wear for a gala dinner?","9, 22, 26, 41","9, 41","1. I recommend the Classic Oxfords Shoes (Product ID: 9) for your gala dinner. Their premium brown leather and timeless design will elevate your formal look. 2. For a tie, go with the Geometric Charm Tie (Product ID: 41). Its navy blue and white pattern adds elegance. 3. The Vintage Silk Pocket Square (Product ID: 26) can complete your ensemble."
"User: I'm looking for casual clothing for a weekend getaway.","15, 16, 21, 28","15, 21","1. I recommend the Adventure Awaits T-Shirt (Product ID: 39) for your weekend getaway. Its forest green color complements outdoor adventures. 2. Pair it with the Dapper Fedora Hat (Product ID: 25) for sun protection and style. 3. The Modern Brogues Shoes (Product ID: 28) provide a versatile and modern touch."
"User: Can you suggest athletic shoes for a workout session?","24, 29, 30","29","1. I recommend the Comfy Slip-Ons (Product ID: 24) for your workout session. Their cushioned insoles offer comfort during physical activities. 2. Add a touch of charm with the Urban Charm Bracelet (Product ID: 29) in silver. 3. For a cooling effect, consider the Cloud Cooling Cap (Product ID: 44) with moisture-wicking technology."
"User: I need accessories to complement my formal attire.","5, 22, 27","5, 27","1. I recommend the Modern Skinny Tie (Product ID: 5) to elevate your formal attire. Its navy blue silk adds a touch of sophistication. 2. Pair it with the Classic Oxfords Shoes (Product ID: 9) for a complete formal look. 3. Add a touch of elegance with the Vintage Silk Pocket Square (Product ID: 26)."
"User: What casual shoes should I wear for a day at the park?","15, 16, 24","15, 24","1. I recommend the Adventure Awaits T-Shirt (Product ID: 39) for your day at the park. Its forest green color complements the outdoor setting. 2. Add comfort with the Comfy Slip-Ons (Product ID: 24) featuring cushioned insoles. 3. For a sporty touch, consider the Casual Canvas Sneakers (Product ID: 15)."
"User: I'm searching for accessories for a summer wedding.","4, 21, 26","4, 21, 26","1. I recommend the Cozy Knit Sweater (Product ID: 4) for a summer wedding. It's perfect for cooler evenings. 2. Pair it with the Dapper Fedora Hat (Product ID: 25) in brown wool for a touch of style. 3. Add a touch of elegance with the Vintage Silk Pocket Square (Product ID: 26) in ivory silk."
"User: I'm attending a formal dinner. What should I wear?","9, 22, 26, 33","9, 22","1. I recommend the Classic Oxfords Shoes (Product ID: 9) for a formal dinner. Their premium brown leather and timeless design will make a polished statement. 2. Elevate your look with the Modern Skinny Tie (Product ID: 5) in navy blue silk. 3. Complete your ensemble with the Classic Charm Belt (Product ID: 33) in brown leather."
"User: Can you suggest summer shoes and accessories?","15, 21, 29","21, 29","1. I recommend the Adventure Awaits T-Shirt (Product ID: 39) for a summer-ready look. Its forest green color is perfect for outdoor activities. 2. Pair it with the Dapper Fedora Hat (Product ID: 25) in brown wool for sun protection and style. 3. Add a touch of charm with the Urban Charm Bracelet (Product ID: 29) in silver."
"User: I need accessories to match my office attire.","6, 9, 27","6, 9","1. I recommend the Rustic Linen Belt (Product ID: 6) for a sophisticated touch to your office attire. Its earthy charm pairs well with formal outfits. 2. For shoes, the Classic Oxfords Shoes (Product ID: 9) are a reliable choice. 3. Add elegance with the Vintage Silk Pocket Square (Product ID: 26) in ivory silk."
"User: What shoes should I wear for a hiking trip?","24, 28, 54","24, 28","1. I recommend the Comfy Slip-Ons (Product ID: 24) for your hiking trip. Their cushioned insoles offer comfort during walks. 2. For a more rugged option, consider the Modern Brogues Shoes (Product ID: 28). Their durable design is suitable for outdoor adventures. 3. Complete your look with the Adventure Awaits T-Shirt (Product ID: 39) in forest green."
"User: Any recommendations for a casual weekend look?","16, 21, 29","16, 21","1. I recommend the Bold High-Tops Sneakers (Product ID: 16) for a trendy weekend look. Their bold colors will make you stand out. 2. Add a touch of charm with the Urban Charm Bracelet (Product ID: 29) in silver. 3. The Monochrome T-Shirt (Product ID: 2) is perfect for a relaxed vibe."
"User: I'm looking for formal shoes for a wedding.",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for weddings. 2. Geometric Charm Tie (ID: 41) - Navy blue and white geometric pattern. 3. Urban Splash T-Shirt (ID: 53) - Casual style tee for a modern touch."
"User: Need casual sneakers for a weekend outing.",15,15,"1. Denim Dreams Sneakers (ID: 5) - Comfortable denim sneakers with a sporty look. 2. Adventure Awaits T-Shirt (ID: 39) - Forest green tee for a casual vibe. 3. Cosmic Voyage T-Shirt (ID: 46) - Navy blue tee with a cosmic design."
"User: I'm looking for a summer dress for a beach vacation.",21,21,"1. Boho Beach Maxi Dress (ID: 21) - Flowy and comfortable dress perfect for a beach getaway. 2. Ocean Breeze Straw Hat (ID: 12) - Wide-brimmed hat for sun protection and style. 3. Coastal Charm Necklace (ID: 29) - Beach-inspired accessory for a complete look."
"User: What accessories should I wear with a formal suit?",9,9,"1. Geometric Charm Tie (ID: 41) - Navy blue and white geometric pattern adds a touch of sophistication. 2. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal occasions. 3. Vintage Silk Pocket Square (ID: 26) - Elegant accessory to complete your look."
"User: I need workout gear for my gym sessions.",39,39,"1. Adventure Awaits T-Shirt (ID: 39) - Forest green tee for comfortable workouts. 2. Comfy Workout Shorts (ID: 54) - Lightweight and breathable shorts for gym sessions. 3. Cloud Cooling Cap (ID: 44) - Keeps you cool during intense workouts."
"User: Can you suggest a warm outfit for a snowy day?",3,3,"1. Cozy Knit Sweater (ID: 4) - Soft and warm sweater for cold weather. 2. Classic Denim Jacket (ID: 3) - Layer for extra warmth and style. 3. Rustic Leather Boots (ID: 18) - Sturdy boots designed for snowy conditions."
"User: I'm looking for accessories for a wedding reception.",26,26,"1. Vintage Silk Pocket Square (ID: 26) - Elegant accessory in ivory silk. 2. Urban Charm Bracelet (ID: 29) - Adds a touch of charm to your outfit. 3. Geometric Charm Tie (ID: 41) - Navy blue and white pattern for a refined look."
"User: I'm looking for a formal outfit for a business meeting.",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal occasions. 2. Modern Skinny Tie (ID: 5) - Navy blue silk tie for a polished look. 3. Vintage Silk Pocket Square (ID: 26) - Elegant accessory to complete your ensemble."
"User: Can you recommend athletic wear for a workout session?",39,39,"1. Adventure Awaits T-Shirt (ID: 39) - Forest green tee for comfortable workouts. 2. Comfy Workout Shorts (ID: 54) - Lightweight shorts designed for gym sessions. 3. Cloud Cooling Cap (ID: 44) - Keeps you cool during intense activities."
"User: I need casual shoes for a weekend getaway.",16,16,"1. Bold High-Tops Sneakers (ID: 16) - Trendy sneakers with bold colors. 2. Adventure Awaits T-Shirt (ID: 39) - Forest green tee for a relaxed look. 3. Denim Dreams Sneakers (ID: 5) - Comfortable denim sneakers for casual outings."
"User: What accessories go well with a summer dress?",21,21,"1. Ocean Breeze Straw Hat (ID: 12) - Wide-brimmed hat for sun protection and style. 2. Coastal Charm Necklace (ID: 29) - Beach-inspired accessory to complement your dress. 3. Boho Beach Maxi Dress (ID: 21) - Flowy and comfortable dress perfect for a beach vacation."
"User: Can you suggest a warm outfit for a snowy vacation?",3,3,"1. Cozy Knit Sweater (ID: 4) - Soft and warm sweater for cold weather. 2. Classic Denim Jacket (ID: 3) - Layer for extra warmth and style. 3. Rustic Leather Boots (ID: 18) - Sturdy boots designed for snowy conditions."
"User: I'm attending a formal event. What should I wear?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes for a polished look. 2. Modern Skinny Tie (ID: 5) - Navy blue silk tie for a sophisticated touch. 3. Vintage Silk Pocket Square (ID: 26) - Elegant accessory to complete your outfit."
"User: Need comfortable shoes for a day of sightseeing.",28,28,"1. Modern Brogues Shoes (ID: 28) - Durable shoes suitable for walking. 2. Adventure Awaits T-Shirt (ID: 39) - Forest green tee for a relaxed vibe. 3. Denim Dreams Sneakers (ID: 5) - Comfortable sneakers for a casual look."
"User: Can you recommend accessories for a cocktail party?",6,6,"1. Rustic Linen Belt (ID: 6) - Adds a touch of elegance to your attire. 2. Vintage Silk Pocket Square (ID: 26) - Ivory silk pocket square for a refined look. 3. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie."
"User: I'm looking for casual shirts for everyday wear.",1,1,"1. Monochrome T-Shirt (ID: 2) - Simple and versatile t-shirt for daily use. 2. Cosmic Voyage T-Shirt (ID: 46) - Navy blue tee with a unique cosmic design. 3. Urban Splash T-Shirt (ID: 53) - Casual style tee for a modern touch."
"User: Need sunglasses for a beach vacation.",35,35,"1. Coastal Sun Sunglasses (ID: 35) - Stylish sunglasses for sun protection. 2. Boho Beach Maxi Dress (ID: 21) - Flowy dress perfect for a beach getaway. 3. Ocean Breeze Straw Hat (ID: 12) - Wide-brimmed hat for extra sun coverage."
"User: I need a formal suit for a wedding.",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal occasions. 2. Vintage Silk Pocket Square (ID: 26) - Elegant accessory to complete your ensemble. 3. Modern Skinny Tie (ID: 5) - Navy blue silk tie for a polished look."
"User: Can you suggest winter wear for a ski trip?",3,3,"1. Cozy Knit Sweater (ID: 4) - Warm and comfortable sweater for cold weather. 2. Snow Explorer Jacket (ID: 8) - Insulated jacket designed for skiing. 3. Snow Peak Gloves (ID: 14) - Waterproof gloves to keep your hands warm."
"User: Looking for business-casual attire for a conference.",16,16,"1. Bold High-Tops Sneakers (ID: 16) - Trendy sneakers with a mix of style and comfort. 2. Urban Splash T-Shirt (ID: 53) - Casual tee for a relaxed professional look. 3. Modern Slim Chinos (ID: 16) - Slim-fit chinos suitable for business-casual wear."
"User: Need accessories for a formal dinner party.",26,26,"1. Vintage Silk Pocket Square (ID: 26) - Elegant accessory in ivory silk. 2. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie. 3. Vintage Charm Cufflinks (ID: 30) - Stylish cufflinks for a polished appearance."
"User: Can you recommend sporty attire for a hike?",46,46,"1. Active Hiker Shorts (ID: 46) - Comfortable shorts for outdoor activities. 2. Trailblazer T-Shirt (ID: 49) - Breathable tee perfect for hikes. 3. Venture Explorer Hat (ID: 7) - Wide-brimmed hat for sun protection on the trail."
"User: What should I wear for a casual outing?",1,1,"1. Monochrome T-Shirt (ID: 2) - Simple and versatile t-shirt for everyday wear. 2. Denim Dreams Sneakers (ID: 5) - Comfortable denim sneakers for a casual look. 3. Urban Charm Bracelet (ID: 29) - Adds a touch of charm to your outfit."
"User: Need accessories for a formal event.",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes for a polished appearance. 2. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie. 3. Vintage Silk Pocket Square (ID: 26) - Elegant accessory to complete your look."
"User: I'm going for a weekend trip. What should I pack?",16,16,"1. Bold High-Tops Sneakers (ID: 16) - Stylish and comfortable footwear for your trip. 2. Adventure Awaits T-Shirt (ID: 39) - Casual tee for a relaxed vibe. 3. Comfy Travel Shorts (ID: 46) - Lightweight shorts for easy travel."
"User: Can you recommend workout gear for the gym?",39,39,"1. Adventure Awaits T-Shirt (ID: 39) - Comfortable workout tee for your gym sessions. 2. Comfy Workout Shorts (ID: 54) - Breathable shorts designed for workouts. 3. Active Impact Sneakers (ID: 18) - Supportive sneakers for your fitness routine."
"User: I need formal shoes for a special occasion.",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal events. 2. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie. 3. Vintage Charm Cufflinks (ID: 30) - Adds a touch of elegance to your attire."
"User: I'm looking for a stylish outfit for a night out.",7,7,"1. Urban Night Out Shirt (ID: 7) - Stylish shirt for a trendy night look. 2. Midnight Vibes Denim (ID: 13) - Slim-fit denim for a sleek appearance. 3. Nightlife Vibes Jacket (ID: 21) - Faux leather jacket to complete your ensemble."
"User: Need comfortable shoes for a long flight.",28,28,"1. Traveler's Comfort Shoes (ID: 28) - Comfortable shoes designed for long journeys. 2. Cloud Soft Socks (ID: 37) - Soft socks for a cozy travel experience. 3. Cozy Neck Pillow (ID: 19) - Neck pillow for better sleep during flights."
"User: Can you suggest accessories for a summer picnic?",21,21,"1. Picnic Adventure Hat (ID: 11) - Wide-brimmed hat for sun protection. 2. Coastal Charm Necklace (ID: 29) - Beach-inspired necklace to complement your picnic look. 3. Boho Beach Maxi Dress (ID: 21) - Flowy dress perfect for a picnic."
"User: I'm attending a black-tie gala. What should I wear?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal occasions. 2. Vintage Silk Pocket Square (ID: 26) - Elegant accessory for a polished look. 3. Timeless Elegance Bowtie (ID: 10) - Black silk bowtie for a sophisticated touch."
"User: Need workout attire for a yoga session.",39,39,"1. Serenity Flow T-Shirt (ID: 47) - Breathable tee for yoga and relaxation. 2. Zen Yoga Leggings (ID: 48) - Comfortable leggings designed for yoga practice. 3. Balance Breeze Mat (ID: 33) - Yoga mat for your practice."
"User: What should I wear for a casual weekend?",1,1,"1. Monochrome T-Shirt (ID: 2) - Simple and versatile t-shirt for laid-back days. 2. Urban Splash T-Shirt (ID: 53) - Casual tee with a modern touch. 3. Denim Dreams Sneakers (ID: 5) - Comfortable denim sneakers for a relaxed look."
"User: Can you recommend accessories for a summer wedding?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal events. 2. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie. 3. Vintage Charm Cufflinks (ID: 30) - Adds a touch of elegance to your attire."
"User: I'm going hiking. What should I wear?",46,46,"1. Active Hiker Shorts (ID: 46) - Comfortable shorts for outdoor activities. 2. Trailblazer T-Shirt (ID: 49) - Breathable tee perfect for hikes. 3. Venture Explorer Hat (ID: 7) - Wide-brimmed hat for sun protection on the trail."
"User: Need formal attire for a company dinner.",26,26,"1. Geometric Charm Tie (ID: 41) - Navy blue and white patterned tie. 2. Vintage Charm Cufflinks (ID: 30) - Stylish cufflinks for a polished appearance. 3. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes for a professional look."
"User: Can you suggest workout gear for a cardio session?",39,39,"1. Cardio Active T-Shirt (ID: 58) - Breathable tee for intense workouts. 2. Swift Performance Leggings (ID: 59) - Stretchy leggings designed for cardio activities. 3. Active Impact Sneakers (ID: 18) - Supportive sneakers for your fitness routine."
"User: I need a smart-casual outfit for a dinner date.",7,7,"1. Urban Charm Shirt (ID: 7) - Stylish shirt for a trendy yet casual look. 2. Modern Slim Chinos (ID: 16) - Slim-fit chinos suitable for smart-casual wear. 3. Urban Charm Bracelet (ID: 29) - Adds a touch of charm to your ensemble."
"User: Can you recommend accessories for a beach vacation?",21,21,"1. Coastal Adventure Hat (ID: 11) - Wide-brimmed hat for sun protection. 2. Seaside Charm Necklace (ID: 29) - Beach-inspired necklace to complement your beach look. 3. Boho Beach Maxi Dress (ID: 21) - Flowy dress perfect for a beach vacation."
"User: What should I wear for a summer festival?",1,1,"1. Boho Vibes T-Shirt (ID: 2) - Casual t-shirt with a bohemian design. 2. Festival Denim Shorts (ID: 23) - Trendy denim shorts for a festival look. 3. Festival Vibes Hat (ID: 7) - Stylish hat for sun protection and style."
"User: I'm attending a formal gala. What should I wear?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal occasions. 2. Timeless Elegance Bowtie (ID: 10) - Black silk bowtie for a sophisticated touch. 3. Vintage Charm Cufflinks (ID: 30) - Adds a touch of elegance to your attire."
"User: Need workout clothes for a strength training session.",39,39,"1. Strength Warrior T-Shirt (ID: 60) - Durable tee for intense workouts. 2. Power Performance Leggings (ID: 61) - Compression leggings designed for strength training. 3. Active Impact Sneakers (ID: 18) - Supportive sneakers for your fitness routine."
"User: I'm looking for trendy clothes for a night out.",7,7,"1. Urban Night Out Shirt (ID: 7) - Stylish shirt for a trendy night look. 2. Midnight Vibes Denim (ID: 13) - Slim-fit denim for a sleek appearance. 3. Nightlife Vibes Jacket (ID: 21) - Faux leather jacket to complete your ensemble."
"User: Can you suggest accessories for a summer party?",21,21,"1. Summer Fiesta Hat (ID: 11) - Vibrant hat for sun protection and style. 2. Beach Party Bracelet (ID: 29) - Colorful bracelet to match the festive atmosphere. 3. Boho Beach Maxi Dress (ID: 21) - Flowy dress perfect for a summer party."
"User: What should I wear for a casual stroll?",1,1,"1. Everyday Comfort T-Shirt (ID: 2) - Simple and comfortable tee for a relaxed stroll. 2. Casual Urban Sneakers (ID: 38) - Stylish sneakers for casual walks. 3. Urban Charm Bracelet (ID: 29) - Adds a touch of charm to your look."
"User: I'm attending a black-tie wedding. What should I wear?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal events. 2. Timeless Elegance Bowtie (ID: 10) - Black silk bowtie for a sophisticated touch. 3. Vintage Charm Cufflinks (ID: 30) - Adds a touch of elegance to your attire."
"User: Need workout clothes for a HIIT workout session.",39,39,"1. HIIT Warrior Tank (ID: 62) - Breathable tank top for high-intensity workouts. 2. Performance Power Leggings (ID: 63) - Compression leggings designed for HIIT. 3. Active Impact Sneakers (ID: 18) - Supportive sneakers for your fitness routine."
"User: I need casual clothes for a day of relaxation.",1,1,"1. Relaxed Day T-Shirt (ID: 2) - Comfortable tee for a leisurely day. 2. Casual Comfort Shorts (ID: 64) - Cozy shorts for a laid-back look. 3. Cloud Soft Slippers (ID: 65) - Comfortable slippers to complete your relaxation."
"User: Can you suggest accessories for a formal wedding?",9,9,"1. Classic Oxfords Shoes (ID: 9) - Premium brown leather shoes suitable for formal events. 2. Elegant Elegance Tie (ID: 41) - Navy blue and white patterned tie. 3. Timeless Suiting Pocket Square (ID: 26) - Elegant accessory for your formal attire."
"User: What should I wear for a weekend brunch?",1,1,"1. Brunch Vibes T-Shirt (ID: 2) - Casual tee for a relaxed brunch look. 2. Weekend Brunch Shorts (ID: 66) - Comfortable shorts for a laid-back weekend. 3. Urban Charm Bracelet (ID: 29) - Adds a touch of style to your outfit."
